,Trial ID,Title,Altmetric Attention Score,Condition
2110,NCT01650805,"A Phase 3 Randomized,Open-Label Study of Ponatinib Versus Imatinib in Adult Patients With Newly Diagnosed Chronic Myeloid Leukemia in Chronic Phase",14.0,Chronic Myeloid Leukemia
2111,NCT01651780,Effect of Bivalirudin on Aortic Valve Intervention Outcomes 2/3 (BRAVO 2/3),14.0,Severe Aortic Stenosis
2112,NCT01651780,Effect of Bivalirudin on Aortic Valve Intervention Outcomes 2/3 (BRAVO 2/3),14.0,Transcatheter Aortic Valve Replacement
2113,NCT01651780,Effect of Bivalirudin on Aortic Valve Intervention Outcomes 2/3 (BRAVO 2/3),14.0,Aortic Valve Replacement
2114,NCT01665053,EVOLVE II: A Prospective Multicenter Trial to Assess the Safety and Effectiveness of the SYNERGY Everolimus-Eluting Platinum Chromium Coronary Stent System (SYNERGY Stent System) for the Treatment of Atherosclerotic Lesion(s),14.0,Coronary Artery Disease
2115,NCT01689233,"Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, 18-Month Safety and Efficacy Study of TRx0237 in Subjects With Mild Alzheimer's Disease",14.0,Alzheimer's Disease
2116,NCT01761292,"A Two-Part Study to Assess the Safety and Tolerability, Pharmacokinetics, and Effects on Histology and Different Clinical Parameters of Givinostat in Ambulant Children With Duchenne Muscular Dystrophy",14.0,Duchenne Muscular Dystrophy (DMD)
2117,NCT01868061,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Lebrikizumab in Patients With Uncontrolled Asthma Who Are on Inhaled Corticosteroids and a Second Controller Medication",14.0,Asthma
2118,NCT01870609,"A Phase 2 Randomized, Double-Blind, Placebo-Controlled, Multicenter Study of VS-6063 in Subjects With Malignant Pleural Mesothelioma",14.0,Malignant Pleural Mesothelioma
2119,NCT01927068,"Prospective, Single-Arm, Global Multi-Center Study to Evaluate Treatment of Obstructive Superficial Femoral Artery (SFA) and/or Popliteal Lesions With a Novel Paclitaxel-Coated Percutaneous Angioplasty (PTA) Balloon and in In-Stent Restenosis",14.0,Peripheral Arterial Disease
2120,NCT01968954,"A Phase 3 Double-blind,Randomized, Placebo-controlled,Parallel-group Study To Assess The Efficacy, Safety And Tolerability Of Pf-04950615 In Subjects With Primary Hyperlipidemia Or Mixed Dyslipidemia At Risk Of Cardiovascular Events",14.0,Hyperlipidemia
2121,NCT01968980,"A 52 Week, Phase 3 Double-blind, Randomized, Placebo-controlled, Parallel-group Study To Assess The Efficacy, Safety And Tolerability Of Pf-04950615 In Subjects With Heterozygous Familial Hypercholesterolemia",14.0,Heterozygous Familial Hypercholesterolemia
2122,NCT01981850,"A Phase 2, Prospective Study Of PRM-151 In Subjects With Primary Myelofibrosis (PMF), Post-Polycythemia Vera MF (Post-PV MF), Or Post-Essential Thrombocythemia MF (Post-ET MF)",14.0,Primary Myelofibrosis
2123,NCT01981850,"A Phase 2, Prospective Study Of PRM-151 In Subjects With Primary Myelofibrosis (PMF), Post-Polycythemia Vera MF (Post-PV MF), Or Post-Essential Thrombocythemia MF (Post-ET MF)",14.0,Polycythemia Vera
2124,NCT01981850,"A Phase 2, Prospective Study Of PRM-151 In Subjects With Primary Myelofibrosis (PMF), Post-Polycythemia Vera MF (Post-PV MF), Or Post-Essential Thrombocythemia MF (Post-ET MF)",14.0,Post-Essential Thrombocythemia Myelofibrosis
2125,NCT01997333,"A Randomized Multicenter Pivotal Study of CDX-011 (CR011-vcMMAE)in Patients With Metastatic, gpNMB Over-Expressing, Triple Negative Breast Cancer (The METRIC Study)",14.0,Metastatic gpNMB Over-expressing Triple Negative Breast Cancer
2126,NCT02081053,"A Prospective, Multicenter Clinical Study to Evaluate the Clinical Outcomes of Targeted Radiofrequency Ablation and Vertebral Augmentation to Treat Painful Metastatic Vertebral Body Tumor(s)",14.0,Metastatic Lesions in Vertebral Bodies
2127,NCT02087085,Safety and Efficacy of Brimonidine Posterior Segment Drug Delivery System in Patients With Geographic Atrophy Secondary to Age-related Macular Degeneration,14.0,Geographic Atrophy
2128,NCT02087085,Safety and Efficacy of Brimonidine Posterior Segment Drug Delivery System in Patients With Geographic Atrophy Secondary to Age-related Macular Degeneration,14.0,Macular Degeneration
2129,NCT02102165,AURORA: Aiming to Understand the Molecular Aberrations in Metastatic Breast Cancer.,14.0,Metastatic Breast Cancer
2130,NCT02104895,Randomised Phase 3 Trial Of Accelerated Partial Breast Irradiation Using Intensity Modulated Radiotherapy Versus Whole Breast Irradiation,14.0,Breast Cancer
2131,NCT02105610,Volatile Anesthetics to Reduce Mortality in Cardiac Surgery: A Multicentre Randomized Controlled Study,14.0,Aortocoronary Bypass
2132,NCT02105610,Volatile Anesthetics to Reduce Mortality in Cardiac Surgery: A Multicentre Randomized Controlled Study,14.0,Cardiac Surgery
2133,NCT02105610,Volatile Anesthetics to Reduce Mortality in Cardiac Surgery: A Multicentre Randomized Controlled Study,14.0,Coronary Artery Bypass Grafting
2134,NCT02254278,"A Randomized Phase II Trial for Patients With p16 Positive, Non-Smoking Associated, Locoregionally Advanced Oropharyngeal Cancer",14.0,Stage III Oropharyngeal Squamous Cell Carcinoma
2135,NCT02254278,"A Randomized Phase II Trial for Patients With p16 Positive, Non-Smoking Associated, Locoregionally Advanced Oropharyngeal Cancer",14.0,Stage IVA Oropharyngeal Squamous Cell Carcinoma
2136,NCT02254278,"A Randomized Phase II Trial for Patients With p16 Positive, Non-Smoking Associated, Locoregionally Advanced Oropharyngeal Cancer",14.0,Stage IVB Oropharyngeal Squamous Cell Carcinoma
2137,NCT02254278,"A Randomized Phase II Trial for Patients With p16 Positive, Non-Smoking Associated, Locoregionally Advanced Oropharyngeal Cancer",14.0,Stage IVC Oropharyngeal Squamous Cell Carcinoma
2138,NCT02254278,"A Randomized Phase II Trial for Patients With p16 Positive, Non-Smoking Associated, Locoregionally Advanced Oropharyngeal Cancer",14.0,Tongue Carcinoma
2139,NCT02273375,A Phase III Prospective Double Blind Placebo Controlled Randomized Study of Adjuvant MEDI4736 In Completely Resected Non-Small Cell Lung Cancer,14.0,Non-Small Cell Lung Cancer
2140,NCT02301143,"Nab-paclitaxel (Abraxane) Plus Gemcitabine in Subjects With Locally Advanced Pancreatic Cancer (LAPC): An International, Open-label, Multi-center, Phase 2 Study (LAPACT).",14.0,Pancreatic Neoplasms
2141,NCT02324920,Benefit of Dual-chamber Pacing With Closed Loop Stimulation (CLS) in Tilt-induced Cardioinhibitory Reflex Syncope. A Randomized Double-blind Parallel Trial.,14.0,Syncope
2142,NCT02462486,Safety and Efficacy of Abicipar Pegol (AGN-150998) in Patients With Neovascular Age-related Macular Degeneration (SEQUOIA Study),14.0,Macular Degeneration
2143,NCT02476916,"A Phase 2, Open Label, Randomized, Dose Ranging, Safety, Efficacy, Pharmacokinetic and Pharmacodynamic Study of AG-348 in Adult Patients With Pyruvate Kinase Deficiency",14.0,Pyruvate Kinase Deficiency
2144,NCT02476942,"A Multicenter, Non-Interventional Study Evaluating Bleeding Incidence, Health-Related Quality of Life, and Safety in Patients With Hemophilia A Under Standard-of-Care Treatment",14.0,Hemophilia A
2145,NCT02544633,"Phase 2, Parallel-Arm Study of MGCD265 in Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer With Activating Genetic Alterations in Mesenchymal-Epithelial Transition Factor",14.0,Non-Small Cell Lung Cancer
2146,NCT02545504,"A Phase 3 Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of GS-5745 Combined With mFOLFOX6 as First Line Treatment in Patients With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma",14.0,Gastric Adenocarcinoma
2147,NCT02580994,REACTION: A Phase II Study of Etoposide and Cis/Carboplatin With or Without Pembrolizumab in Untreated Extensive Small Cell Lung Cancer,14.0,Small Cell Lung Cancer (SCLC)
2148,NCT02604342,"Randomized, Multicenter, Phase III, Open-Label Study of Alectinib Versus Pemetrexed or Docetaxel in Anaplastic Lymphoma Kinase-Positive Advanced Non Small Cell Lung Cancer Patients Previously Treated With Platinum-Based Chemotherapy and Crizotinib",14.0,Non-small Cell Lung Cancer
2149,NCT02625324,Valiant Evo International Clinical Trial,14.0,"Aortic Aneurysm, Thoracic"
2150,NCT02832245,Computerized Registry of Patients With Venous Thromboembolism (RIETE),14.0,Venous Thromboembolism
2151,NCT02851407,"A Phase 3, Randomized, Adaptive Study Comparing the Efficacy and Safety of Defibrotide vs Best Supportive Care in the Prevention of Hepatic Veno-Occlusive Disease in Adult and Pediatric Patients Undergoing Hematopoietic Stem Cell Transplant",14.0,Veno-occlusive Disease
2152,NCT02869789,A Phase 3b/4 Safety Trial of Flat Dose Nivolumab In Combination With Ipilimumab in Participants With Non-Small Cell Lung Cancer,14.0,Lung Cancer
2153,NCT02920008,"A Phase 3, Multicenter, Randomized, Open-Label Study of Guadecitabine (SGI-110) Versus Treatment Choice in Adults With Previously Treated Acute Myeloid Leukemia",14.0,Acute Myeloid Leukemia
2154,NCT03022981,"A Phase 2, Open-Label, Multicenter, Multi-cohort Study to Investigate the Safety and Efficacy of Sofosbuvir/Velpatasvir in Adolescents and Children With Chronic HCV Infection",14.0,Hepatitis C Virus Infection
2155,NCT03069469,"A Multicenter Phase 1/2, Open-Label Study of DCC-3014 to Assess the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics in Patients With Advanced Tumors and Tenosynovial Giant Cell Tumor",14.0,Advanced Malignant Neoplasm
2156,NCT03069469,"A Multicenter Phase 1/2, Open-Label Study of DCC-3014 to Assess the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics in Patients With Advanced Tumors and Tenosynovial Giant Cell Tumor",14.0,Pigmented Villonodular Synovitis
2157,NCT03069469,"A Multicenter Phase 1/2, Open-Label Study of DCC-3014 to Assess the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics in Patients With Advanced Tumors and Tenosynovial Giant Cell Tumor",14.0,Giant Cell Tumor of Tendon Sheath
2158,NCT03069469,"A Multicenter Phase 1/2, Open-Label Study of DCC-3014 to Assess the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics in Patients With Advanced Tumors and Tenosynovial Giant Cell Tumor",14.0,Tenosynovial Giant Cell Tumor
2159,NCT03069469,"A Multicenter Phase 1/2, Open-Label Study of DCC-3014 to Assess the Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics in Patients With Advanced Tumors and Tenosynovial Giant Cell Tumor",14.0,"Tenosynovial Giant Cell Tumor, Diffuse"
2160,NCT03070886,Phase II-III Trial of Adjuvant Radiotherapy Following Radical Prostatectomy With or Without Adjuvant Docetaxel,14.0,Stage I Prostate Adenocarcinoma
2161,NCT03070886,Phase II-III Trial of Adjuvant Radiotherapy Following Radical Prostatectomy With or Without Adjuvant Docetaxel,14.0,Stage II Prostate Adenocarcinoma
2162,NCT03070886,Phase II-III Trial of Adjuvant Radiotherapy Following Radical Prostatectomy With or Without Adjuvant Docetaxel,14.0,Stage III Prostate Adenocarcinoma
2163,NCT03126019,"A Phase 2, Multicenter, Open-Label Study of INCB050465, a PI3Kδ Inhibitor in Relapsed or Refractory Follicular Lymphoma (CITADEL-203)",14.0,Lymphoma
2164,NCT03233711,A Randomized Phase III Study of Nivolumab After Combined Modality Therapy (CMT) in High Risk Anal Cancer,14.0,Anal Basaloid Squamous Cell Carcinoma
2165,NCT03233711,A Randomized Phase III Study of Nivolumab After Combined Modality Therapy (CMT) in High Risk Anal Cancer,14.0,Anal Canal Cloacogenic Carcinoma
2166,NCT03233711,A Randomized Phase III Study of Nivolumab After Combined Modality Therapy (CMT) in High Risk Anal Cancer,14.0,Anal Margin Squamous Cell Carcinoma
2167,NCT03233711,A Randomized Phase III Study of Nivolumab After Combined Modality Therapy (CMT) in High Risk Anal Cancer,14.0,Stage IIB Anal Cancer AJCC v8
2168,NCT03233711,A Randomized Phase III Study of Nivolumab After Combined Modality Therapy (CMT) in High Risk Anal Cancer,14.0,Stage III Anal Cancer AJCC v8
2169,NCT03241459,The Randomized And Controlled Noninferiority Trial to Evaluate Safety and Clinical Efficacy of the SurVeil™ Drug-Coated Balloon iN the Treatment of Subjects With Stenotic Lesions of the Femoropopliteal Artery Compared to the Medtronic IN.PACT® Admiral® Drug-Coated Balloon,14.0,Peripheral Arterial Disease
2170,NCT03241459,The Randomized And Controlled Noninferiority Trial to Evaluate Safety and Clinical Efficacy of the SurVeil™ Drug-Coated Balloon iN the Treatment of Subjects With Stenotic Lesions of the Femoropopliteal Artery Compared to the Medtronic IN.PACT® Admiral® Drug-Coated Balloon,14.0,Peripheral Vascular Disease
2171,NCT03241459,The Randomized And Controlled Noninferiority Trial to Evaluate Safety and Clinical Efficacy of the SurVeil™ Drug-Coated Balloon iN the Treatment of Subjects With Stenotic Lesions of the Femoropopliteal Artery Compared to the Medtronic IN.PACT® Admiral® Drug-Coated Balloon,14.0,"Artery Disease, Peripheral"
2172,NCT03241459,The Randomized And Controlled Noninferiority Trial to Evaluate Safety and Clinical Efficacy of the SurVeil™ Drug-Coated Balloon iN the Treatment of Subjects With Stenotic Lesions of the Femoropopliteal Artery Compared to the Medtronic IN.PACT® Admiral® Drug-Coated Balloon,14.0,Femoropopliteal Artery Occlusion
2173,NCT03328949,"Prospective Multi-Center, Single Arm Post-Market Study (PMS) of the Shockwave Medical, Inc. Coronary Lithoplasty® System in Coronary Arteries",14.0,Coronary Artery Disease
2174,NCT03451292,Prevention of Mortality With Long-Term Administration of Human Albumin in Subjects With Decompensated Cirrhosis and Ascites,14.0,Decompensated Cirrhosis and Ascites
2175,NCT03473223,"A Phase 3, Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel-group Study to Investigate the Efficacy and Safety of CSL112 in Subjects With Acute Coronary Syndrome",14.0,Acute Coronary Syndrome
2176,NCT03547583,"A Randomized Parallel-group, Placebo-controlled, Double-blind, Multi-center Trial to Evaluate the Efficacy and Safety of the Oral sGC stImulator Vericiguat to Improve Physical Functioning in Activities of Daily Living in Patients With Heart Failure and Preserved Ejection Fraction (VITALITY-HFpEF)",14.0,Chronic Heart Failure With Preserved Ejection Fraction
2177,NCT03603184,Phase III Double-blind Randomized Placebo Controlled Trial of Atezolizumab in Combination With Paclitaxel and Carboplatin in Women With Advanced/Recurrent Endometrial Cancer,14.0,Endometrial Cancer
2178,NCT03701763,"A PHASE 3, MULTI-CENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO ASSESS THE EFFICACY AND SAFETY OF APREMILAST (CC-10004) IN PEDIATRIC SUBJECTS FROM 6 THROUGH 17 YEARS WITH MODERATE TO SEVERE PLAQUE PSORIASIS",14.0,Psoriasis
2179,NCT03775161,"A First in Human Multi-center, Open Label, Prospective Study to Evaluate the Safety, Usability and Performance of the V-LAP™ System",14.0,Heart Failure
2180,NCT03842969,An Open-Label Extension Study to Evaluate the Long-Term Safety and Tolerability of Intrathecally Administered RO7234292 (RG6042) in Patients With Huntington's Disease,14.0,Huntington Disease
2181,NCT03927027,ARM: Axillary Reverse Mapping - A Prospective Trial to Study Rates of Lymphedema and Regional Recurrence After Sentinel Lymph Node Biopsy and Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Dissection With and Without Axillary Reverse Mapping,14.0,Breast Cancer Stage I
2182,NCT03927027,ARM: Axillary Reverse Mapping - A Prospective Trial to Study Rates of Lymphedema and Regional Recurrence After Sentinel Lymph Node Biopsy and Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Dissection With and Without Axillary Reverse Mapping,14.0,Breast Cancer Stage II
2183,NCT03927027,ARM: Axillary Reverse Mapping - A Prospective Trial to Study Rates of Lymphedema and Regional Recurrence After Sentinel Lymph Node Biopsy and Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Dissection With and Without Axillary Reverse Mapping,14.0,Breast Cancer Stage III
2184,NCT03971474,A Phase II Randomized Study of Ramucirumab Plus MK3475 (Pembrolizumab) Versus Standard of Care for Patients Previously Treated With Immunotherapy for Stage IV or Recurrent Non-Small Cell Lung Cancer (Lung-MAP Non-Matched Sub-Study),14.0,Recurrent Lung Non-Small Cell Carcinoma
2185,NCT03971474,A Phase II Randomized Study of Ramucirumab Plus MK3475 (Pembrolizumab) Versus Standard of Care for Patients Previously Treated With Immunotherapy for Stage IV or Recurrent Non-Small Cell Lung Cancer (Lung-MAP Non-Matched Sub-Study),14.0,Stage IV Lung Cancer AJCC v8
2186,NCT03971474,A Phase II Randomized Study of Ramucirumab Plus MK3475 (Pembrolizumab) Versus Standard of Care for Patients Previously Treated With Immunotherapy for Stage IV or Recurrent Non-Small Cell Lung Cancer (Lung-MAP Non-Matched Sub-Study),14.0,Stage IVA Lung Cancer AJCC v8
2187,NCT03971474,A Phase II Randomized Study of Ramucirumab Plus MK3475 (Pembrolizumab) Versus Standard of Care for Patients Previously Treated With Immunotherapy for Stage IV or Recurrent Non-Small Cell Lung Cancer (Lung-MAP Non-Matched Sub-Study),14.0,Stage IVB Lung Cancer AJCC v8
2188,NCT04004208,"Open-label, Randomized, Two-Arm, Controlled Study to Assess the Efficacy, Safety, and Tolerability of Intravitreal (IVT) Aflibercept Compared to Laser Photocoagulation in Patients With Retinopathy of Prematurity (ROP)",14.0,Retinopathy of Prematurity (ROP)
2189,NCT04072198,Phase II Study on NIVolumab in Combination With FOLFOXIRI/Bevacizumab in First Line Chemotherapy of Advanced COloRectal Cancer RASm/BRAFm Patients,14.0,Colorectal Cancer
2190,NCT04129502,A Randomized Phase 3 Multicenter Open-Label Study to Compare the Efficacy of TAK-788 as First-Line Treatment Versus Platinum-Based Chemotherapy in Patients With Non-Small Cell Lung Cancer With EGFR Exon 20 Insertion Mutations,14.0,Advanced/Metastatic Non-Small Cell Lung Cancer (NSCLC)
2191,NCT04129554,"A Randomized, Double Blind, Placebo-controlled Phase 2b Study to Evaluate Efficacy, Pharmacokinetics, and Safety of 48-week Study Intervention With JNJ 73763989+JNJ 56136379+Nucleos(t)Ide Analog (NA) Regimen Compared to NA Alone in e Antigen Negative Virologically Suppressed Participants With Chronic Hepatitis B Virus Infection",14.0,"Hepatitis B, Chronic"
2192,NCT04160130,"A Prospective, Randomized, Controlled, Multi-Center Study to Evaluate the Safety and Efficacy of Transcatheter Aortic Valve Implantation in Female Patients Who Have Severe Symptomatic Aortic Stenosis Requiring Aortic Valve Replacement",14.0,Aortic Valve Stenosis
2193,NCT04160130,"A Prospective, Randomized, Controlled, Multi-Center Study to Evaluate the Safety and Efficacy of Transcatheter Aortic Valve Implantation in Female Patients Who Have Severe Symptomatic Aortic Stenosis Requiring Aortic Valve Replacement",14.0,Heart Valve Diseases
2194,NCT04173507,A Phase II Study of Talazoparib Plus Avelumab in Patients With Stage IV or Recurrent Non-Squamous Non-Small Cell Lung Cancer Bearing Pathogenic STK11 Genomic Alterations (LUNG-MAP Sub-Study),14.0,Advanced Lung Non-Squamous Non-Small Cell Carcinoma
2195,NCT04173507,A Phase II Study of Talazoparib Plus Avelumab in Patients With Stage IV or Recurrent Non-Squamous Non-Small Cell Lung Cancer Bearing Pathogenic STK11 Genomic Alterations (LUNG-MAP Sub-Study),14.0,Recurrent Lung Non-Squamous Non-Small Cell Carcinoma
2196,NCT04173507,A Phase II Study of Talazoparib Plus Avelumab in Patients With Stage IV or Recurrent Non-Squamous Non-Small Cell Lung Cancer Bearing Pathogenic STK11 Genomic Alterations (LUNG-MAP Sub-Study),14.0,Stage IV Lung Cancer AJCC v8
2197,NCT04173507,A Phase II Study of Talazoparib Plus Avelumab in Patients With Stage IV or Recurrent Non-Squamous Non-Small Cell Lung Cancer Bearing Pathogenic STK11 Genomic Alterations (LUNG-MAP Sub-Study),14.0,Stage IVA Lung Cancer AJCC v8
2198,NCT04173507,A Phase II Study of Talazoparib Plus Avelumab in Patients With Stage IV or Recurrent Non-Squamous Non-Small Cell Lung Cancer Bearing Pathogenic STK11 Genomic Alterations (LUNG-MAP Sub-Study),14.0,Stage IVB Lung Cancer AJCC v8
2199,NCT04254978,"A Phase 2 Multi-Center, Open Label Study to Assess the Safety, Efficacy and Pharmacodynamics of IMG-7289 in Patients With Essential Thrombocythemia",14.0,Essential Thrombocythemia
2200,NCT04475926,"Journey: A Global, Multicenter, Longitudinal Study of the Natural History of Subjects With Limb Girdle Muscular Dystrophy (LGMD) Type 2E (LGMD2E/R4), Type 2D (LGMD2D/R3), and Type 2C (LGMD2C/R5)",14.0,Limb-girdle Muscular Dystrophy
2201,NCT04513925,"A Phase III, Open-Label, Randomized Study of Atezolizumab and Tiragolumab Compared With Durvalumab in Patients With Locally Advanced, Unresectable Stage III Non-Small Cell Lung Cancer Who Have Not Progressed After Concurrent Platinum-Based Chemoradiation",14.0,Non-small Cell Lung Cancer (NSCLC)
2202,NCT04543617,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of Atezolizumab With or Without Tiragolumab (Anti-TIGIT Antibody) in Patients With Unresectable Esophageal Squamous Cell Carcinoma Whose Cancers Have Not Progressed Following Definitive Concurrent Chemoradiotherapy",14.0,Esophageal Squamous Cell Carcinoma
2203,NCT04579380,"A Phase 2 Basket Study of Tucatinib in Combination With Trastuzumab in Subjects With Previously Treated, Locally Advanced Unresectable or Metastatic Solid Tumors Driven by HER2 Alterations",14.0,Uterine Neoplasms
2204,NCT04579380,"A Phase 2 Basket Study of Tucatinib in Combination With Trastuzumab in Subjects With Previously Treated, Locally Advanced Unresectable or Metastatic Solid Tumors Driven by HER2 Alterations",14.0,Uterine Cervical Neoplasms
2205,NCT04579380,"A Phase 2 Basket Study of Tucatinib in Combination With Trastuzumab in Subjects With Previously Treated, Locally Advanced Unresectable or Metastatic Solid Tumors Driven by HER2 Alterations",14.0,Biliary Tract Neoplasms
2206,NCT04579380,"A Phase 2 Basket Study of Tucatinib in Combination With Trastuzumab in Subjects With Previously Treated, Locally Advanced Unresectable or Metastatic Solid Tumors Driven by HER2 Alterations",14.0,Urologic Neoplasms
2207,NCT04579380,"A Phase 2 Basket Study of Tucatinib in Combination With Trastuzumab in Subjects With Previously Treated, Locally Advanced Unresectable or Metastatic Solid Tumors Driven by HER2 Alterations",14.0,"Carcinoma, Non-Small-Cell Lung"
2208,NCT04579380,"A Phase 2 Basket Study of Tucatinib in Combination With Trastuzumab in Subjects With Previously Treated, Locally Advanced Unresectable or Metastatic Solid Tumors Driven by HER2 Alterations",14.0,HER2 Mutations Breast Neoplasms
2209,NCT04619797,"A Phase II/III, Randomized, Double-Blind, Placebo-Controlled Study of Tiragolumab in Combination With Atezolizumab Plus Pemetrexed and Carboplatin/Cisplatin Versus Pembrolizumab Plus Pemetrexed and Carboplatin/Cisplatin in Patients With Previously Untreated Advanced Non-Squamous Non-Small-Cell Lung Cancer",14.0,Non-small Cell Lung Cancer (NSCLC)
2210,NCT04666038,"A Phase 3 Open-Label, Randomized Study of LOXO-305 Versus Investigator's Choice of Idelalisib Plus Rituximab or Bendamustine Plus Rituximab in BTK Inhibitor Pretreated Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (BRUIN CLL-321)",14.0,Chronic Lymphocytic Leukemia
2211,NCT04666038,"A Phase 3 Open-Label, Randomized Study of LOXO-305 Versus Investigator's Choice of Idelalisib Plus Rituximab or Bendamustine Plus Rituximab in BTK Inhibitor Pretreated Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (BRUIN CLL-321)",14.0,Small Lymphocytic Lymphoma
2212,NCT04745832,"A Phase 3, Randomized, Open-Label, Controlled, Multicenter Study of Zandelisib (ME- 401) in Combination With Rituximab Versus Standard Immunochemotherapy in Patients With Relapsed Indolent Non Hodgkin's Lymphoma (iNHL) - The COASTAL Study",14.0,Follicular Lymphoma (FL)
2213,NCT04745832,"A Phase 3, Randomized, Open-Label, Controlled, Multicenter Study of Zandelisib (ME- 401) in Combination With Rituximab Versus Standard Immunochemotherapy in Patients With Relapsed Indolent Non Hodgkin's Lymphoma (iNHL) - The COASTAL Study",14.0,Non Hodgkin Lymphoma
2214,NCT04745832,"A Phase 3, Randomized, Open-Label, Controlled, Multicenter Study of Zandelisib (ME- 401) in Combination With Rituximab Versus Standard Immunochemotherapy in Patients With Relapsed Indolent Non Hodgkin's Lymphoma (iNHL) - The COASTAL Study",14.0,Marginal Zone Lymphoma
2215,NCT04919811,"A Single-Arm, Open-Label, Multicenter Phase 2 Study to Evaluate the Efficacy and Safety of Taletrectinib in Patients With Advanced or Metastatic ROS1 Positive NSCLC and Other Solid Tumors",14.0,Non Small Cell Lung Cancer
2216,NCT04973137,"A Phase 3, Randomized, Multicenter, Double-Blind, Placebo-Controlled, Efficacy and Safety Study of Birtamimab Plus Standard of Care vs. Placebo Plus Standard of Care in Mayo Stage IV Subjects With Light Chain (AL) Amyloidosis",14.0,Light Chain (AL) Amyloidosis
2217,NCT05053152,"A Phase II Double-Blinded, Placebo-Controlled Trial of PROstate OligoMETastatic RadiotHErapy With or Without ANdrogen Deprivation Therapy in Oligometastatic Prostate Cancer (NRG Promethean)",14.0,Oligometastatic Prostate Carcinoma
2218,NCT05053152,"A Phase II Double-Blinded, Placebo-Controlled Trial of PROstate OligoMETastatic RadiotHErapy With or Without ANdrogen Deprivation Therapy in Oligometastatic Prostate Cancer (NRG Promethean)",14.0,Prostate Adenocarcinoma
2219,NCT05053152,"A Phase II Double-Blinded, Placebo-Controlled Trial of PROstate OligoMETastatic RadiotHErapy With or Without ANdrogen Deprivation Therapy in Oligometastatic Prostate Cancer (NRG Promethean)",14.0,Stage IVB Prostate Cancer AJCC v8
2220,NCT05068284,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of ABBV-154 in Subjects With Moderately to Severely Active Crohn's Disease (CD): AIM-CD",14.0,Crohn's Disease
2221,NCT05171075,"A Multicenter, Randomized, Open-label, Blinded Endpoint Evaluation, Phase 3 Study Comparing the Effect of Abelacimab vs. Dalteparin on Venous Thromboembolism (VTE) Recurrence and Bleeding in Patients With GI/GU Associated VTE",14.0,Venous Thromboembolism
2222,NCT05171075,"A Multicenter, Randomized, Open-label, Blinded Endpoint Evaluation, Phase 3 Study Comparing the Effect of Abelacimab vs. Dalteparin on Venous Thromboembolism (VTE) Recurrence and Bleeding in Patients With GI/GU Associated VTE",14.0,Deep Venous Thrombosis
2223,NCT05171075,"A Multicenter, Randomized, Open-label, Blinded Endpoint Evaluation, Phase 3 Study Comparing the Effect of Abelacimab vs. Dalteparin on Venous Thromboembolism (VTE) Recurrence and Bleeding in Patients With GI/GU Associated VTE",14.0,Pulmonary Embolism
2224,NCT05262023,"A Phase 1/2, Multicenter, Randomized, Placebo-Controlled, Double Blind Single Dose and Multiple Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DNL593 in Healthy Participants and Participants With Frontotemporal Dementia Followed by an Open-Label Extension",14.0,Frontotemporal Dementia
2225,NCT05298423,"Open-label Phase 3 Study of MK-7684A (Coformulation of Vibostolimab With Pembrolizumab) in Combination With Concurrent Chemoradiotherapy Followed by MK-7684A Versus Concurrent Chemoradiotherapy Followed by Durvalumab in Participants With Unresectable, Locally Advanced, Stage III NSCLC",14.0,"Carcinoma, Non-Small-Cell Lung"
2226,NCT05609968,"An Open-label, Multicenter, Phase 3 Randomized, Active-Comparator-Controlled Clinical Study of Pembrolizumab (MK-3475) in Combination With Sacituzumab Govitecan Versus MK-3475 Monotherapy as First-line Treatment in Participants With PD L1 TPS Greater Than or Equal to 50% Metastatic Non-small Cell Lung Cancer (KEYNOTE D46/EVOKE-03)",14.0,"Carcinoma, Non-Small-Cell Lung"
