,Trial ID,End Date,Condition
4304,NCT04470713,2021-10-30,AB Variant Gangliosidosis GM2
4305,NCT04470713,2021-10-30,Sandhoff Disease
4306,NCT05062694,2021-10-30,Central Sensitisation
4307,NCT05062694,2021-10-30,Musculoskeletal Diseases
4308,NCT05062694,2021-10-30,Pain
4309,NCT03568929,2021-10-29,Follicular Non-Hodgkin's Lymphoma Refractory
4310,NCT04016714,2021-10-29,Pneumococcal Infections
4311,NCT05203991,2021-10-27,Sickle Cell Disease
4312,NCT02606461,2021-10-26,Dedifferentiated Liposarcoma
4313,NCT03715153,2021-10-26,Autism Spectrum Disorder (ASD)
4314,NCT03240523,2021-10-25,Uterine Fibroids
4315,NCT04655638,2021-10-25,Covid19
4316,NCT04655638,2021-10-25,Acute Respiratory Failure
4317,NCT02601937,2021-10-22,Rhabdoid Tumors
4318,NCT02601937,2021-10-22,INI1-negative Tumors
4319,NCT02601937,2021-10-22,Synovial Sarcoma
4320,NCT02601937,2021-10-22,Malignant Rhabdoid Tumor of Ovary
4321,ISRCTN56719146,2021-10-21,Cutaneous metastases from breast cancer
4322,NCT02257567,2021-10-21,Lymphoma
4323,NCT02654132,2021-10-21,Multiple Myeloma
4324,NCT04052425,2021-10-21,Non-segmental Vitiligo
4325,NCT03616964,2021-10-20,Systemic Lupus Erythematosus
4326,NCT03786094,2021-10-19,Metastatic Breast Cancer
4327,NCT03786094,2021-10-19,Locally Recurrent Breast Cancer
4328,NCT04248465,2021-10-17,Amyotrophic Lateral Sclerosis
4329,NCT04248465,2021-10-17,ALS
4330,ISRCTN12501259,2021-10-15,Implant-supported complete arch restorations of edentulous jaw
4331,ISRCTN60263108,2021-10-15,Prostate cancer
4332,NCT04419506,2021-10-15,Idiopathic Pulmonary Fibrosis
4333,NCT04953039,2021-10-12,SARS-CoV2 Infection
4334,NCT04218266,2021-10-08,Atrial Fibrillation (AF)
4335,NCT03667690,2021-10-07,Candidemia
4336,NCT03667690,2021-10-07,Mycoses
4337,NCT03667690,2021-10-07,Fungal Infection
4338,NCT03667690,2021-10-07,Invasive Candidiases
4339,NCT03011034,2021-10-05,Myelodysplastic Syndromes
4340,NCT03347396,2021-10-05,"Agglutinin Disease, Cold"
4341,NCT03603964,2021-10-04,Acute Myeloid Leukemia
4342,NCT03603964,2021-10-04,Myeloid Dysplastic Syndrome
4343,NCT04748458,2021-10-02,Dysplasia
4344,NCT04748458,2021-10-02,Hip
4345,NCT04748458,2021-10-02,Prosthesis Survival
4346,NCT01744249,2021-10-01,Neuroendocrine Tumors
4347,NCT01744249,2021-10-01,Advanced Cancer
4348,NCT02294006,2021-10-01,Well Differentiated Pancreatic Endocrine Tumor
4349,NCT02702986,2021-10-01,Pancreatic Cancer
4350,NCT02899143,2021-10-01,Infection
4351,NCT02899143,2021-10-01,Sepsis
4352,NCT02899143,2021-10-01,Severe Sepsis
4353,NCT02899143,2021-10-01,Septic Shock
4354,NCT03122977,2021-10-01,Periodontal Diseases
4355,NCT03122977,2021-10-01,Obesity
4356,NCT04057573,2021-10-01,Non-segmental Vitiligo
4357,NCT04322565,2021-10-01,Coronavirus Infections
4358,NCT04322565,2021-10-01,"Pneumonia, Viral"
4359,NCT04813367,2021-10-01,Twisted Fallopian Tube
4360,2018-004057-25,2021-09-30,Pain of extremties
4361,NCT01641107,2021-09-30,Philadelphia Positive
4362,NCT01641107,2021-09-30,BCR-ABL Positive
4363,NCT01641107,2021-09-30,Acute Lymphoblastic Leukemia
4364,NCT02761187,2021-09-30,Multiple Myeloma
4365,NCT03712787,2021-09-30,Alzheimer's Disease
4366,NCT03743870,2021-09-30,Hypotension Drug-Induced
4367,NCT03743870,2021-09-30,Cesarean Section Complications
4368,NCT03743870,2021-09-30,Spinal Anesthetics Causing Adverse Effects in Therapeutic Use
4369,NCT03743870,2021-09-30,Bradycardia
4370,NCT03832621,2021-09-30,Metastatic Colorectal Cancer
4371,NCT04102813,2021-09-30,Unrecognized Condition
4372,NCT04104763,2021-09-30,Osteofibrous Dysplasia
4373,NCT04133623,2021-09-30,Acute Pain Due to Trauma
4374,NCT04362878,2021-09-30,Pectus Excavatum
4375,NCT04362878,2021-09-30,Pectus Carinatum
4376,NCT04509609,2021-09-30,LGMD2E
4377,NCT04589767,2021-09-30,Delirium
4378,NCT04871958,2021-09-30,Diabetes Mellitus
4379,NCT04871958,2021-09-30,Covid19
4380,NCT05026840,2021-09-30,GDM Screening During COVID Pandemic
4381,NCT05026840,2021-09-30,Comparison Between IADPSG vs WHO '99 Criteria
4382,NCT05511883,2021-09-30,Periosteal Chondrosarcoma
4383,NCT05597319,2021-09-30,ERAS
4384,NCT02386839,2021-09-28,Retinopathy of Prematurity (ROP)
4385,NCT05188326,2021-09-27,Acute Myeloid Leukemia
4386,NCT02979522,2021-09-24,Hodgkin Disease
4387,NCT00870051,2021-09-23,"Aortic Aneurysm, Abdominal"
4388,NCT02173171,2021-09-23,Any Tumor Type Eligible for Treatment With Talimogene Laherparepvec in Amgen or BioVEX-sponsored Clinical Trial
4389,NCT03219164,2021-09-23,Pseudomonas Aeruginosa Respiratory Tract Infection/Colonization
4390,NCT03219164,2021-09-23,Cystic Fibrosis
4391,NCT02322814,2021-09-17,Breast Cancer
4392,NCT02303431,2021-09-16,Deep Vein Thrombosis
4393,NCT02303431,2021-09-16,Venous Thromboembolism
4394,NCT03188666,2021-09-16,Fibrodysplasia Ossificans Progressiva
4395,NCT03465722,2021-09-15,GIST
4396,NCT03627091,2021-09-13,Crohn's Disease
4397,NCT03715166,2021-09-13,Autism Spectrum Disorder (ASD)
4398,NCT03819660,2021-09-13,Spinal Muscular Atrophy Type 3
4399,NCT03512262,2021-09-08,Osteoporosis
4400,NCT03512262,2021-09-08,"Osteoporosis, Age-Related"
4401,NCT03512262,2021-09-08,Osteoporosis Localized to Spine
4402,NCT03512262,2021-09-08,Age Related Osteoporosis
4403,NCT03512262,2021-09-08,Osteoporosis Senile
4404,NCT03512262,2021-09-08,Osteoporosis of Vertebrae
4405,NCT02394028,2021-09-07,Crohn Disease
4406,NCT03055026,2021-09-06,Prevention of Venous Thromboembolism
4407,EUPAS40896,2021-09-04,Ulcerative colitis
4408,NCT03238534,2021-09-03,GERD
4409,NCT03238534,2021-09-03,EPS
4410,NCT03622580,2021-09-03,Diabetic Macular Edema
4411,NCT02961881,2021-09-02,Non-Hodgkin's Lymphoma
4412,NCT03425539,2021-09-02,Fabry Disease
4413,NCT04446169,2021-09-02,SARS-CoV 2
4414,NCT04446169,2021-09-02,Sexual Function and Fertility Disorders
4415,NCT04446169,2021-09-02,Urinary Function Disorders
4416,NCT04446169,2021-09-02,Urine
4417,NCT04446169,2021-09-02,Semen
4418,NCT01944800,2021-09-01,Acute Coronary Syndrome (ACS)
4419,NCT03770845,2021-09-01,Idiopathic Pulmonary Fibrosis
4420,NCT03823560,2021-09-01,Vulvovaginal Atrophy
4421,NCT03945084,2021-09-01,Urothelial Carcinoma
4422,NCT04427605,2021-09-01,Analgesia
4423,NCT04427605,2021-09-01,Ketamine Toxicity
4424,NCT04427605,2021-09-01,Bronchospasm
4425,NCT04427605,2021-09-01,Sedation Complication
4426,NCT04474951,2021-09-01,Breast Cancer
4427,NCT04474951,2021-09-01,Gynecologic Cancer
4428,NCT05225753,2021-09-01,Femur Fracture
4429,NCT02425891,2021-08-31,Triple Negative Breast Cancer
4430,NCT02638766,2021-08-31,Gastrointestinal Stromal Tumors
4431,NCT03284723,2021-08-31,Breast Neoplasms
4432,NCT04044976,2021-08-31,Respiratory Distress Syndrome
4433,NCT04808895,2021-08-31,COVID-19
4434,NCT04808895,2021-08-31,Thrombosis Pulmonary
4435,NCT04897152,2021-08-31,Pneumothorax
4436,NCT04897152,2021-08-31,Pneumomediastinum
4437,NCT04897152,2021-08-31,COVID-19 Pneumonia
4438,NCT03666312,2021-08-30,Orthotopic Liver Transplantation
4439,NCT04682002,2021-08-30,Pregnancy Related
4440,NCT04682002,2021-08-30,Low Back Pain
4441,NCT04682002,2021-08-30,Pelvic Girdle Pain
4442,NCT03622593,2021-08-27,Diabetic Macular Edema
4443,NCT04253366,2021-08-20,Breast Cancer
4444,NCT06072742,2021-08-20,Apical Periodontitis
4445,NCT06072742,2021-08-20,Caries
4446,NCT06072742,2021-08-20,Lifestyle
4447,NCT06072742,2021-08-20,Inflammation
4448,NCT06072742,2021-08-20,Endodontics
4449,NCT04734873,2021-08-18,Covid-19
4450,NCT01107626,2021-08-17,Lung Cancer
4451,NCT05880420,2021-08-16,Infections
4452,NCT02458560,2021-08-13,Aortic Valve Disease
4453,NCT01560637,2021-08-12,Pulmonary Arterial Hypertension
4454,NCT01471860,2021-08-11,Heart Failure
4455,NCT03345836,2021-08-11,Crohn's Disease
4456,NCT02287233,2021-08-10,Acute Myelogenous Leukemia
4457,NCT02287233,2021-08-10,AML
4458,NCT03922308,2021-08-05,Acquired Thrombotic Thrombocytopenic Purpura (aTTP)
4459,NCT02674308,2021-08-03,Ulcerative Colitis and Crohn's Disease
4460,NCT03161483,2021-08-03,"Lupus Erythematosus, Systemic"
4461,NCT02510560,2021-08-01,Premature Birth of Newborn
4462,NCT02510560,2021-08-01,Intestinal Malabsorption
4463,NCT02710812,2021-08-01,Rectal Neoplasms
4464,NCT02847429,2021-08-01,GIST With D842V Mutated PDGFRA Gene
4465,NCT04885517,2021-08-01,COVID-19 Pneumonia
4466,NCT05134090,2021-08-01,Oncology
4467,NCT05134090,2021-08-01,Fertility Issues
4468,NCT05134090,2021-08-01,Surgery
4469,NCT03027492,2021-07-31,Non-celiac Wheat Sensitivity
4470,NCT04623619,2021-07-31,Covid19
4471,NCT04882670,2021-07-31,Hip Fractures
4472,NCT04882670,2021-07-31,Covid19
4473,NCT04936386,2021-07-31,Female Genital Mutilation Type I Status
4474,NCT04936386,2021-07-31,Female Genital Mutilation Type II Status
4475,NCT04936386,2021-07-31,Female Genital Mutilation Type III Status
4476,NCT05172895,2021-07-31,Celiac Disease
4477,NCT01332968,2021-07-30,Non-Hodgkin's Lymphoma
4478,NCT03199794,2021-07-30,Acquired Hemophilia A
4479,NCT04528888,2021-07-30,Covid19
4480,NCT04528888,2021-07-30,SARS-CoV Infection
4481,NCT04528888,2021-07-30,"Pneumonia, Viral"
4482,NCT04528888,2021-07-30,Coagulopathy
4483,NCT04605757,2021-07-30,SARS-COV-2 Pneumonia
4484,NCT02045017,2021-07-28,Multiple Myeloma
4485,NCT02880956,2021-07-28,Alzheimer's Disease
4486,NCT03131661,2021-07-28,"Spondyloarthritis, Axial and Peripheral"
4487,NCT02952534,2021-07-27,Metastatic Castration Resistant Prostate Cancer
4488,ISRCTN99047904,2021-07-26,Improvement of post-partum depression and mastitis in healthy new mothers and reduction of excessive crying in the newborns.
4489,NCT02562443,2021-07-26,Myelodysplastic Syndrome
4490,NCT02562443,2021-07-26,MDS
4491,NCT02562443,2021-07-26,Refractory Anemia With Excess Blasts
4492,NCT02562443,2021-07-26,RAEB
4493,NCT03102320,2021-07-26,Neoplasms
4494,NCT04738266,2021-07-25,Amyloid Cardiomyopathy
4495,NCT02610777,2021-07-23,Myelodysplastic Syndromes
4496,NCT02610777,2021-07-23,"Leukemia, Myelomonocytic, Chronic"
4497,NCT02610777,2021-07-23,"Leukemia, Myeloid, Acute"
4498,NCT03922386,2021-07-23,Bradycardia
4499,NCT04562155,2021-07-23,Refractory and/or Unexplained Chronic Cough
4500,NCT05162534,2021-07-22,COVID-19 Patients
4501,NCT02639546,2021-07-21,Solid Tumors
4502,NCT03750552,2021-07-21,Symptomatic Neurogenic Orthostatic Hypotension
4503,NCT03107793,2021-07-20,Crohn Disease
4504,NCT03749109,2021-07-18,Endometriosis
4505,NCT03428217,2021-07-16,Advanced Renal Cell Carcinoma
4506,NCT03428217,2021-07-16,Metastatic Renal Cell Carcinoma
4507,NCT04759885,2021-07-16,Elective Colonoscopy
4508,NCT04017780,2021-07-15,Pediatric Respiratory Diseases
4509,NCT02003144,2021-07-12,Neuromyelitis Optica
4510,NCT02003144,2021-07-12,Neuromyelitis Optica Spectrum Disorder
4511,NCT02246127,2021-07-12,Neuroendocrine Tumors
4512,NCT04673162,2021-07-12,Covid19
4513,NCT02658968,2021-07-10,"Relapsed, Diffuse Large B-cell Lymphoma"
4514,NCT02658968,2021-07-10,Refractory Diffuse Large B-Cell Lymphoma
4515,NCT04904640,2021-07-10,Dysplasia
4516,NCT04904640,2021-07-10,Hip
4517,NCT03670810,2021-07-08,Migraine
4518,NCT04423016,2021-07-03,Cerebral Autoregulation
4519,NCT04423016,2021-07-03,Preterm Birth
4520,NCT04423016,2021-07-03,Premature Infant Disease
4521,NCT02607930,2021-07-02,HIV-1 Infection
4522,NCT03740919,2021-07-02,Type 1 Diabetes Mellitus
4523,NCT02335957,2021-07-01,Breast Cancer
4524,NCT02568462,2021-07-01,Coronary Artery Disease
4525,NCT02568462,2021-07-01,Myocardial Ischemia
4526,NCT03038230,2021-07-01,Acute Myelogenous Leukemia
4527,NCT03038230,2021-07-01,Acute Myeloid Leukemia
4528,NCT03290781,2021-07-01,Ulcerative Colitis
4529,NCT04155554,2021-07-01,HIV-1-infection
4530,NCT04806594,2021-07-01,Acne
4531,NCT04806594,2021-07-01,Scars
4532,NCT05100368,2021-07-01,"Sarcoma, Ewing"
4533,NCT03528941,2021-06-30,Chronic Lymphocytic Leukemia
4534,NCT03707080,2021-06-30,Hepatitis C
4535,NCT03707080,2021-06-30,Hepatocellular Carcinoma
4536,NCT04114864,2021-06-30,Adolescent - Emotional Problem
4537,NCT04114864,2021-06-30,Mental Health Wellness 1
4538,NCT04114864,2021-06-30,Caregivers
4539,NCT04114864,2021-06-30,Primary Prevention
4540,NCT04114864,2021-06-30,Cognitive Therapy
4541,NCT04179903,2021-06-30,"Osteoporosis, Postmenopausal"
4542,NCT04179903,2021-06-30,Physical Activity
4543,NCT04456036,2021-06-30,COVID-19
4544,NCT04895176,2021-06-30,Acute Coronary Syndrome
4545,NCT04895176,2021-06-30,Heart Failure
4546,NCT04917172,2021-06-30,Acute Pancreatitis
4547,NCT04917172,2021-06-30,Pancreatic Fistula
4548,NCT04917172,2021-06-30,Postoperative Complications
4549,NCT05077306,2021-06-30,SARS-CoV2 Infection
4550,NCT02000934,2021-06-29,Advanced Solid Tumor and Lymphoma Malignancies
4551,NCT02340221,2021-06-29,Breast Cancer
4552,NCT02950883,2021-06-25,Cystic Fibrosis
4553,ISRCTN18077365,2021-06-24,COVID-19 (SARS-CoV-2 infection) detection in minimally invasive surgery
4554,NCT04888286,2021-06-22,Hematologic Diseases
4555,NCT04888286,2021-06-22,Stem Cell Transplant Complications
4556,NCT02627963,2021-06-21,"Carcinoma, Renal Cell"
4557,NCT03161054,2021-06-21,Aggressive Non-Hodgkin Lymphoma
4558,NCT00942331,2021-06-15,Advanced Urothelial Carcinoma
4559,NCT00942331,2021-06-15,Metastatic Bladder Urothelial Carcinoma
4560,NCT00942331,2021-06-15,Metastatic Prostate Carcinoma
4561,NCT00942331,2021-06-15,Metastatic Renal Pelvis Urothelial Carcinoma
4562,NCT00942331,2021-06-15,Metastatic Ureter Urothelial Carcinoma
4563,NCT00942331,2021-06-15,Metastatic Urethral Urothelial Carcinoma
4564,NCT00942331,2021-06-15,Metastatic Urothelial Carcinoma
4565,NCT00942331,2021-06-15,Stage IV Bladder Urothelial Carcinoma AJCC v7
4566,NCT00942331,2021-06-15,Stage IV Prostate Cancer AJCC v7
4567,NCT00942331,2021-06-15,Stage IV Renal Pelvis Cancer AJCC v7
4568,NCT00942331,2021-06-15,Stage IV Ureter Cancer AJCC v7
4569,NCT00942331,2021-06-15,Stage IV Urethral Cancer AJCC v7
4570,NCT00942331,2021-06-15,Unresectable Urothelial Carcinoma
4571,NCT02956850,2021-06-15,"Hepatitis B, Chronic"
4572,NCT03670953,2021-06-15,Parkinson's Disease (Disorder)
4573,NCT03063762,2021-06-14,Renal Cell Carcinoma
4574,NCT05172050,2021-06-12,SARS CoV 2 Infection
4575,NCT04438850,2021-06-08,Covid19
4576,NCT04743349,2021-06-06,Covid19
4577,NCT04743349,2021-06-06,Coronavirus Infection
4578,NCT04743349,2021-06-06,Coronavirus
4579,NCT01966471,2021-06-04,Breast Cancer
4580,NCT04811781,2021-06-04,"Solid Tumor, Adult"
4581,NCT02625610,2021-06-03,"Unresectable, Locally Advanced or Metastatic, Adenocarcinoma of the Stomach, or of the Gastro Esophageal Junction"
4582,NCT04157751,2021-06-02,Heart Failure
4583,NCT02533765,2021-06-01,"Neoplasms, Germ Cell and Embryonal"
4584,NCT02744768,2021-06-01,Acute Lymphoblastic Leukemia
4585,NCT02786342,2021-06-01,Hepatocellular Carcinoma
4586,NCT02926222,2021-06-01,Glioblastoma Multiforme
4587,NCT03445533,2021-06-01,Metastatic Melanoma
4588,NCT03966664,2021-06-01,Sepsis
4589,NCT03966664,2021-06-01,Septic Shock
4590,NCT03966664,2021-06-01,Critical Illness
4591,NCT03966664,2021-06-01,Respiratory Acidosis
4592,NCT03966664,2021-06-01,Respiratory Alkalosis
4593,NCT03966664,2021-06-01,Acid-Base Imbalance
4594,NCT04408235,2021-06-01,COVID
4595,NCT04408235,2021-06-01,"Pneumonia, Viral"
4596,NCT04408235,2021-06-01,Coagulation Disorder
4597,NCT04681196,2021-06-01,Osa Syndrome
4598,DRKS00028535,2021-05-31,Catheter-associated infection/Catheter-associated bloodstream infection (CRBSI)
4599,DRKS00028535,2021-05-31,Catheter dysfuntion
4600,NCT04693208,2021-05-31,"Pain, Postoperative"
4601,NCT04701541,2021-05-31,Postoperative Pulmonary Atelectasis
4602,NCT04701541,2021-05-31,Morbid Obesity
4603,NCT04716556,2021-05-31,Covid19
4604,NCT04716556,2021-05-31,Coronavirus Infection
4605,NCT04716556,2021-05-31,"Pneumonia, Viral"
4606,NCT04948593,2021-05-31,Kidney Diseases
4607,NCT05001841,2021-05-31,Cystic Fibrosis
4608,NCT02006069,2021-05-30,Heart Failure
4609,NCT03456882,2021-05-30,Amyotrophic Lateral Sclerosis
4610,NCT03486964,2021-05-30,"Diabetes Mellitus, Type 2"
4611,NCT04480034,2021-05-30,Bariatric Surgery Candidate
4612,NCT04480034,2021-05-30,Covid19
4613,NCT04480034,2021-05-30,Complication of Surgical Procedure
4614,NCT04480034,2021-05-30,"Pneumonia, Viral"
4615,NCT04480034,2021-05-30,Viral Infection
4616,NCT04480034,2021-05-30,"Obesity, Morbid"
4617,NCT04480034,2021-05-30,Safety Issues
4618,NCT04480034,2021-05-30,Readmission
4619,NCT04492228,2021-05-30,Covid19
4620,NCT04492228,2021-05-30,Ketogenic Dieting
4621,NCT04670094,2021-05-29,Covid19
4622,NCT01721876,2021-05-28,"Leukemia, Myeloid, Acute"
4623,NCT02714218,2021-05-28,Melanoma
4624,NCT02923700,2021-05-27,Osteoarthritis
4625,NCT04374526,2021-05-26,Coronavirus Disease 2019 )COVID-19)
4626,NCT04904731,2021-05-24,Noninvasive Ventlation
4627,NCT04904731,2021-05-24,COVID-19 Respiratory Infection
4628,NCT04904731,2021-05-24,Diaphragm Injury
4629,NCT03464136,2021-05-21,Crohn Disease
4630,NCT04225494,2021-05-21,Adrenal
4631,NCT04225494,2021-05-21,Functional Disturbance
4632,NCT04225494,2021-05-21,Retroperitoneal Sarcoma
4633,NCT04225494,2021-05-21,Intraoperative Hypotension
4634,NCT03104413,2021-05-19,Crohn's Disease
4635,NCT04298463,2021-05-19,Acute Bacterial Skin and Skin Structure Infection
4636,NCT04528641,2021-05-19,COVID-19
4637,NCT02031302,2021-05-18,Aortic Valve Stenosis
4638,NCT02069899,2021-05-18,Hemophagocytic Lymphohistiocytosis
4639,NCT04780295,2021-05-18,Covid19
4640,NCT03245450,2021-05-17,Refractory or Recurrent Solid Tumors
4641,NCT03245450,2021-05-17,Rhabdomyosarcoma
4642,NCT03245450,2021-05-17,Non-Rhabdomyosarcoma Soft Tissue Sarcoma
4643,NCT03245450,2021-05-17,Ewing Sarcoma
4644,NCT04648657,2021-05-15,Hypoxic Respiratory Failure
4645,NCT00911339,2021-05-13,Stable Coronary Artery Disease
4646,NCT02219490,2021-05-13,Chronic Hepatitis C Virus (HCV) Infection Genotype 1
4647,NCT03961204,2021-05-13,Multiple Sclerosis (MS)
4648,NCT02753127,2021-05-12,Colorectal Cancer
4649,NCT04317599,2021-05-12,BRAF V600E Mutation Positive
4650,NCT04317599,2021-05-12,Metastatic Colorectal Cancer
4651,NCT02958865,2021-05-10,Ulcerative Colitis
4652,NCT04295733,2021-05-06,Acquired Immunodeficiency
4653,NCT03848351,2021-05-04,Gingivitis
4654,NCT03841604,2021-05-03,Idiopathic Parkinson Disease
4655,NCT02298413,2021-05-01,Coronary Artery Disease
4656,NCT02763904,2021-05-01,Nutritional Support
4657,NCT03093818,2021-05-01,Adverse Drug Reaction
4658,NCT03110679,2021-05-01,"Osteoarthritis, Knee"
4659,NCT03402048,2021-05-01,"Stage IV, NSCLC"
4660,NCT03402048,2021-05-01,Lung Neoplasms
4661,NCT03402048,2021-05-01,Bronchial Neoplasms
4662,NCT03402048,2021-05-01,"Carcinoma, Bronchogenic"
4663,NCT03402048,2021-05-01,Lung Diseases
4664,NCT03402048,2021-05-01,Neoplasms
4665,NCT03402048,2021-05-01,Respiratory Tract Diseases
4666,NCT03402048,2021-05-01,Respiratory Tract Neoplasms
4667,NCT03402048,2021-05-01,Thoracic Neoplasms
4668,NCT03547258,2021-05-01,AML
4669,NCT03547258,2021-05-01,FLT3-ITD Mutation
4670,NCT03547258,2021-05-01,FLT3-TKD Mutation
4671,NCT04041258,2021-05-01,Pseudoarthrosis of the Clavicle
4672,NCT04255537,2021-05-01,Acute Coronary Syndrome
4673,NCT04391218,2021-05-01,Polypharmacy
4674,NCT04391218,2021-05-01,Multimorbidity
4675,NCT04391218,2021-05-01,Aged
4676,NCT04498624,2021-05-01,Full Thickness Macular Hole
4677,NCT02371369,2021-04-30,Pigmented Villonodular Synovitis
4678,NCT02371369,2021-04-30,Giant Cell Tumors of the Tendon Sheath
4679,NCT02371369,2021-04-30,Tenosynovial Giant Cell Tumor
4680,NCT03023020,2021-04-30,High Bleeding Risk
4681,NCT03023020,2021-04-30,Coronary Artery Disease
4682,NCT03023020,2021-04-30,PCI
4683,NCT03416777,2021-04-30,Nutrition Aspect of Cancer
4684,NCT03416777,2021-04-30,Diet Modification
4685,NCT03416777,2021-04-30,Cancer of Colon
4686,NCT04466592,2021-04-30,Esophageal Neoplasms
4687,NCT04466592,2021-04-30,Stomach Neoplasm
4688,NCT04466592,2021-04-30,Colonic Neoplasms
4689,NCT04623476,2021-04-30,Crohn Disease
4690,NCT04623476,2021-04-30,Crohn's Ileocolitis
4691,NCT04699565,2021-04-30,Left Ventricular Diastolic Dysfunction
4692,NCT05488028,2021-04-30,Swelling/ Edema
4693,NCT05488028,2021-04-30,Impacted Third Molar Tooth
4694,NCT03318523,2021-04-29,Parkinson's Disease
4695,NCT03420742,2021-04-29,"Carcinoma, Advanced ALK+ or ROS1+Non-Small-Cell Lung, Neoplasm, Advanced ALK+ or ROS1+Solid Tumors"
4696,NCT02386124,2021-04-28,Aged
4697,NCT03021044,2021-04-28,Acute Coronary Syndrome
4698,NCT03205514,2021-04-28,Myocardial Ischemia
4699,NCT03839732,2021-04-27,Vascular Calcification
4700,NCT03839732,2021-04-27,Vertebral Fracture
4701,NCT03057951,2021-04-26,Heart Failure
4702,NCT01887522,2021-04-25,Refractory Low-grade Gliomas
4703,NCT01887522,2021-04-25,Recurrent Low-grade Gliomas
4704,NCT00804856,2021-04-23,"Leukemia, Myeloid, Acute"
4705,NCT03103724,2021-04-23,Carcinoma Prostate
4706,NCT03493451,2021-04-21,Peripheral T Cell Lymphoma
4707,NCT03493451,2021-04-21,PTCL
4708,NCT03493451,2021-04-21,Extranodal NK/T-cell Lymphoma
4709,NCT03493451,2021-04-21,"Extranodal NK/T-cell Lymphoma, Nasal Type"
4710,NCT03493451,2021-04-21,Extranodal NK T Cell Lymphoma
4711,NCT03493451,2021-04-21,"Extranodal NK T Cell Lymphoma, Nasal"
4712,NCT03493451,2021-04-21,Adult Nasal Type Extranodal NK/T-cell Lymphoma
4713,NCT03493451,2021-04-21,Angioimmunoblastic T-cell Lymphoma
4714,NCT03493451,2021-04-21,Angioimmunoblastic T-Cell Lymphoma Recurrent
4715,NCT03493451,2021-04-21,Angioimmunoblastic T-Cell Lymphoma Refractory
4716,NCT03493451,2021-04-21,Peripheral T-cell Lymphoma NOS
4717,NCT03493451,2021-04-21,"Peripheral T-Cell Lymphoma, Not Otherwise Specified"
4718,NCT03493451,2021-04-21,Peripheral T-Cell Lymphoma Refractory
4719,NCT03493451,2021-04-21,Anaplastic Large Cell Lymphoma
4720,NCT03493451,2021-04-21,"Anaplastic Large Cell Lymphoma, ALK-Positive"
4721,NCT03493451,2021-04-21,"Anaplastic Large Cell Lymphoma, ALK-negative"
4722,NCT03493451,2021-04-21,ALK-negative Anaplastic Large Cell Lymphoma
4723,NCT03493451,2021-04-21,ALK-Positive Anaplastic Large Cell Lymphoma
4724,NCT03493451,2021-04-21,Cutaneous T-cell Lymphoma
4725,NCT03087552,2021-04-20,Aortic Valve Stenosis
4726,NCT03145285,2021-04-18,Cushing Syndrome
4727,NCT03145285,2021-04-18,Adrenocortical Carcinoma
4728,NCT04003610,2021-04-18,Metastatic Urothelial Carcinoma
4729,NCT04003610,2021-04-18,Unresectable Urothelial Carcinoma
4730,NCT02051608,2021-04-16,Alzheimer's Disease
4731,NCT03760003,2021-04-16,Ulcerative Colitis
4732,NCT04393038,2021-04-16,COVID-19
4733,NCT03938545,2021-04-15,Graves' Ophthalmopathy (GO)
4734,NCT04694742,2021-04-15,ARDS
4735,NCT03105128,2021-04-14,Crohn's Disease
4736,NCT03844932,2021-04-14,"Colitis, Ulcerative"
4737,NCT03976648,2021-04-13,Systemic Sclerosis
4738,NCT03339336,2021-04-12,Small Fiber Neuropathy
4739,NCT03339336,2021-04-12,Diabetes Mellitus
4740,NCT03959384,2021-04-09,"Bronchiolitis, Viral"
4741,NCT03463681,2021-04-08,Metastatic Renal Cell Carcinoma
4742,NCT03185013,2021-04-06,Cervical Dysplasia
4743,NCT03185013,2021-04-06,Cervical High Grade Squamous Intraepithelial Lesion
4744,NCT03185013,2021-04-06,HSIL
4745,NCT03891524,2021-04-06,"Arthroplasty, Replacement, Knee"
4746,NCT01085630,2021-04-01,Malignant Mesothelioma
4747,NCT02811796,2021-04-01,Prognosis
4748,NCT02811796,2021-04-01,Stents
4749,NCT02974127,2021-04-01,Intracranial Meningioma
4750,NCT03467438,2021-04-01,Gastroesophageal Reflux Disease
4751,NCT03910179,2021-04-01,Anesthesia
4752,NCT04383678,2021-04-01,COVID-19
4753,NCT04383678,2021-04-01,Extracorporeal Membrane Oxygenation Complication
4754,NCT04383678,2021-04-01,Acute Respiratory Distress Syndrome
4755,NCT04466631,2021-04-01,Esophageal Neoplasms
4756,NCT04466631,2021-04-01,Gastric Neoplasm
4757,NCT04466631,2021-04-01,Colon Neoplasms
4758,NCT04851951,2021-04-01,Supraspinatus Tendinitis
4759,NCT04852380,2021-04-01,Knee Osteoarthritis
4760,NCT02210221,2021-03-31,Traumatic Brain Injury
4761,NCT02343120,2021-03-31,B-cell Malignancies
4762,NCT02869243,2021-03-31,Glioblastoma
4763,NCT03407560,2021-03-31,Spinal Fusion
4764,NCT03445000,2021-03-31,Non-small Cell Lung Cancer
4765,NCT03445000,2021-03-31,Non-small Cell Lung Cancer Metastatic
4766,NCT03445000,2021-03-31,Non-small Cell Lung Cancer Recurrent
4767,NCT03524924,2021-03-31,Atrial Fibrillation
4768,NCT04419545,2021-03-31,Radiology
4769,NCT04419545,2021-03-31,Artificial Intelligence
